,song,time,lyrics
25,Parle Plus Bas (Le Parrain) [Théme du Film Le Parrain],3:01,"Parle plus bas car on pourrait bien nous entendre Le monde n'est pas prêt pour tes paroles tendres Le monde n'est pas prêt pour nous Il dirait tout simplement que nous sommes fous  Parle plus bas mais parle encore De l'amour fou de l'amour fort  Parle plus bas car on pourrait bien nous surprendre Tu sais très bien qu'il ne voudrait jamais comprendre Que dans nos cœurs moi, j'ai trouvé Ce que le monde refusait de nous donner  Parle plus bas mais parle encore De l'amour fou de l'amour fort  Parle plus bas car on pourrait bien nous entendre Tu sais très bien que nous ne pouvons rien attendre De ceux qui ont fait des chansons Sans un 'Je t'aime' où l'amour rime avec raison  "
26,Paroles Parolesw/ Alain Delon,4:06,"C'est étrange, je ne sais pas ce qui m'arrive ce soir  Je te regarde comme pour la première fois  Encore des mots toujours des mots les mêmes mots  Je ne sais plus comment te dire  Rien que des mots  Mais tu es cette belle histoire d'amour que je ne cesserai jamais de lire  Des mots faciles des mots fragiles see'était trop beau  Tu es d'hier et de demain  Bien trop beau  De toujours ma seule vérité  Mais see'est fini le temps des rêves  Les souvenirs se fanent aussi quand on les oublient  Tu es comme le vent qui fait chanter les violons  Et emporte au loin le parfum des roses  Caramels, bonbons et chocolats  Par moments, je ne te comprends pas  Merci, pas pour moi mais  Tu peux bien les offrir à une autre  Qui aime le vent et le parfum des roses  Moi les mots tendres enrobés de douceur  Se posent sur ma bouche  Mais jamais sur mon see?you're  Une parole encore  Paroles et paroles et paroles  Écoute-moi  Paroles et paroles et paroles  Je t'en prie  Paroles et paroles et paroles  Je te jure  Paroles et paroles et paroles et paroles  Paroles et encore des paroles que tu sèmes au vent  Voilà mon destin te parler, te parler comme la première fois  Encore des mots toujours des mots les mêmes mots  Comme j'aimerais que tu me comprennes  Rien que des mots  Que tu m'écoutes au moins une fois  Des mots magiques des mots tactiques qui sonnent faux  Tu es mon rêve défendu  Oui tellement faux  Mon seul tourment et mon unique espérance  Rien ne t'arrêtes quand tu commences  Si tu savais comme j'ai envie d'un peu de silence  Tu es pour moi la seule musique  Qui fait danser les étoiles sur les dunes  Caramels, bonbons et chocolats  Si tu n'existais pas déjà... je t'inventerais  Merci pas pour moi, mais  Tu peux bien les offrir à une autre  Qui aime les étoiles sur les dunes  Moi les mots tendres enrobés de douceur  Se posent sur ma bouche mais jamais sur mon see?you're  Encore un mot juste une parole  Paroles et paroles et paroles  Écoute-moi  Paroles et paroles et paroles  Je t'en prie  Paroles et paroles et paroles  Je te jure  Paroles et paroles et paroles et paroles  Paroles et encore des paroles que tu sèmes au vent  Que tu es belle !  Paroles et paroles et paroles  Que tu est belle !  Paroles et paroles et paroles  Que tu es belle !  Paroles et paroles et paroles  Que tu es belle !  Paroles et paroles et paroles et paroles  Paroles et encore des paroles que tu sèmes au vent"
27,Gigi l'Amoroso,5:35,"Je vais vous raconter  Avant de vous quitter  L'histoire d'un p'tit village près de Napoli  Nous étions quatre amis  Au bal tous les samedis  A jouer, à chanter toute la nuit  Giorgio à la guitare  Sandro à la mandoline  Moi je dansais en frappant du tambourin  Mais tous ceux qui venaient  C'était pour écouter  Celui qui faisait battre tous les cœurs  Et quand il arrivait  La foule s'écriait  Arriva, Gigi l'Amoroso  Croqueur d'amour, l'œil de velours comme une caresse  Gigi l'Amoroso  Toujours vainqueur, parfois sans cœur  Mais jamais sans tendresse  Partout, c'était la fête quand il chantait  Zaza, luna caprese o sole mio  Gigi Giuseppe  Mais tout le monde l'appelait Gigi l'Amour  Et les femmes étaient folles de lui, toutes  La femme du boulanger, qui fermait sa boutique tous les mardis pour aller  La femme du notaire qui était une sainte et qui n'avait jamais tromper son  Mari auparavant  Et la veuve du colonel  La veuve du colonel qui ne porta plus le deuil parce qu'il n'aimait pas le  Noir  Toutes, je vous dis  Même moi, mais moi, Gigi aimait trop sa liberté, jusqu'au jour où  Une riche Américaine  A grands coups de ""Je t'aime""  Lui proposa d'aller jusqu'à Hollywood  Tu seras le plus beau  De tous les Caruzos  Lui disait-elle jusqu'à en perdre haleine  Nous voilà à la gare  Avec tous nos mouchoirs  Le cœur serré, émus par ce grand départ  Pourtant on était fier  Qu'il dépasse nos frontières  Gigi partait conquérir l'Amérique  Et quand il arriva  Le village était là  Arriva, Gigi l'Amoroso  Croqueur d'amour, l'oœil de velours comme une caresse  Gigi l'Amoroso  Toujours vainqueur, parfois sans cœur  Mais jamais sans tendresse  Et là, devant la foule, il a chanté  Zaza, luna caprese, o sole mio  Gigi, quand le train est disparu, nous sommes tous rentrés chez nous  Et le lendemain, le village n'était plus le même  La femme du boulanger refusa d'allumer son four  La femme du notaire, par désespoir, pris plusieurs amants  Et la veuve du colonel ferma ses persiennes et reprit le deuil pour la  Seconde fois  Oui, le village avait bien changé  Et moi  Les années ont passé  Cinq hivers, cinq étés  ""No news"" c'était ""good news"", on nous avait dit  Il a fallu du temps  Du courage et du temps  Pour arriver à continuer sans lui  Et malgré son absence  La nuit dans le silence  En pliant nos costumes et nos instruments  On entendait venir  Comme une larme un soupir  Du fond de la salle cette mélodie  Croqueur d'amour, l'œil de velours comme une caresse  Gigi, Gigi, c'est toi là-bas dans le noir  Attends, laisse-moi te regarder  Mais tu pleures  Tu pleures Gigi  Ca n'a pas été là-bas, hein  Et alors, et alors qu'est-ce qu'ils comprennent ces Américains à part le rock  Et le twist, hein  Ma Gigi, qu'est-ce que tu croyais devenir comme ça, Gigi l'Americano?  E invece no, tu sei Giuseppe Frabrizio Luca Santini  Et tu es napolitain  Ecoute, Giorgio s'est mis à la guitare  Attends, Sandro est là aussi  Mais, mais tu ne peux pas t'en aller comme ça  Ici, tu es chez toi  Ici, tu es le roi  Tu entends, tu les entends, Gigi  Ils sont tous là  Ils ont dû te reconnaître à la gare  Chante Gigi, chante, c'est ton public  Chante pour eux, chante pour moi qui n'ai jamais su te parler  Oui, vas-y, bravo Gigi, chante  Arriva, Gigi l'Amoroso  Croqueur d'amour, l'œil de velours comme une caresse  Gigi l'Amoroso  Toujours vainqueur, parfois sans cœur  Mais jamais sans tendresse  Partout, c'était la fête quand il chantait  Zaza, luna caprese, o sole mio  Arriva, Gigi l'Amoroso  Croqueur d'amour, l'œil de velours comme une caresse  Gigi l'Amoroso  Toujours vainqueur, parfois sans cœur  Mais jamais sans tendresse  Partout, c'était la fête quand il chantait  Zaza, luna caprese, o sole mio"
28,Laissez-Moi Danser (Monday Tuesday),5:52,"Moi, je vis d'amour et de danse  Je vis comme si j'étais en vacances  Je vis comme si j'étais éternelle  Comme si les nouvelles étaient sans problèmes  Moi, je vis d'amour et de rire  Je vis comme si why avait rien à dire  J'ai tout le temps d'écrire mes mémoires  D'écrire mon histoire à l'encre bleue  Laissez-moi danser laissez-moi  Laissez-moi danser chanter en liberté tout l'été  Laissez-moi danser laissez-moi  Aller jusqu'au bout do rêve    Moi, je vis d'amour et de risque  Quand ça n'va pas je tourne le disque  Je vais, je viens j'ai appris à vivre  Comme si j'étais libre et en équilibre  Moi, je vis d'amour et de rire  Je vis comme si why avait rien à dire  J'ai tout le temps d'écrire mes mémoires  D'écrire mon histoire à l'encre bleue  Laissez-moi danser laissez-moi  Laissez-moi danser chanter en liberté tout l'été  Laissez-moi danser laissez-moi  Aller jusqu'au bout do rêve  Laissez-moi danser laissez-moi  Laissez-moi danser chanter en liberté tout l'été  Laissez-moi danser laissez-moi  Aller jusqu'au bout do rêve  "
29,Rio Do Brasil,4:33,"Rio Rio ô, Rio do Brasil  Hey, j'ai dansé un soir de carnaval  Dans l'enfer de la nuit tropicale    À Rio, do Brasil, à Rio, de Janeiro  Hey, j'ai laissé mon cœur auprès de toi  Accroché aux rues des favellas  À Rio, do Brasil, à Rio, de Janeiro    Cava quinho, berimba et samba  Je veux suivre le bongos, pas à pas  Magie noire et macumba ensorcelle moi  J'ai le cœur qui bat, qui bat, bat, oui    Hey, à Paris j'attends qu'un oiseau blanc  Me transporte au bout de l'océan  À Rio, do Brasil, à Rio, de Janeiro  Rio Rio ô, Rio do Brasil    Et comme un Dieu sorti d'Orfeu Negro  Tu m'aimeras Rio de Janeiro  Je deviendrai pour toi une carioca  À Rio Rio ô, Rio do Brasil    Hey, je serai brûlante dans tes bras  Sur le sable à Copacabana  À Rio, do Brasil, à Rio, de Janeiro    Cava quinho, berimba et samba  Je veux suivre le bongos, pas à pas  Magie noire et macumba ensorcelle moi  J'ai le cœur qui bat, qui bat, bat, oui    Hey, j'ai dansé un soir de carnaval  Dans l'enfer de la nuit tropicale  À Rio, do Brasil, à Rio, de Janeiro  Hey, j'ai laissé mon cœur auprès de toi  Accroché aux rues des favellas  À Rio, do Brasil, à Rio, de Janeiro    I found my love in Rio de Janeiro  I found my love in Rio de Janeiro  I found my love in Rio de Janeiro  I found my love, love, love"
30,Ti Amo (Je T'Aime),4:18,"Ti amo, je t'aime, ti amo, je chante, ti amo Que je le veuille ou pas Tout me ramène à toi rien qu'à toi Ti amo, un refrain, ti amo, un regard, ti amo  Le regard d'un enfant, la caresse du vent, oui c'est toi, toi Ma vie, mon ami, mon Pierrot Mon voyou, mon tombeau, quitte à mourir un jour Je veux mourir d'amour dans tes bras  Je t'ai donné ma mémoire Et je suis née dans ton lit On écrira notre histoire Regarde-moi petit soldat  Io ti amo, blessure, ti amo, cassure, ti amo Quand tu ne m'aimes pas Moi je t'aime déjà, oui déjà  Combien de lits et de femmes As-tu laissé derrière toi Oublie que je suis ta femme Regarde-moi, petit soldat  Io ti amo, je t'aime, ti amo, je traîne, ti amo Alléluïa pour le train qui s'en va Quand tu restes là  Tu viens goûter sur mes lèvres Le vin léger de chez moi Le bonheur prend la relève Regarde-moi, petit soldat  Toi mon credo Ti amo, mon drapeau, ti amo, crescendo Ti amo, ti amo, ti amo, ti amo, ti amo  Ti amo, je t'aime, ti amo, je chante, ti amo Alléluïa pour le train qui s'en va Quand tu restes là  Mon credo, ti amo, mon drapeau, ti amo, crescendo Ti amo, ti amo, ti amo, ti amo, ti amo Ti amo, je t'aime, ti amo, je chante, ti amo Alléluïa pour le train qui s'en va  Quand tu restes là Ti amo, je t'aime, ti amo, je chante, ti amo Ti amo, ti amo, ti amo  "
31,Come Prima (Tu Me Donnes),2:39,Come prima tu me donnes  Tant de joie  Que personne ne m'en donne  Comme toi  C'est ta bouche qui m'apporte  Ma joie de vivre  Et ma chance c'est de vivre  Rien que pour toi  Que m'importe si tu m'aimes  Moins que moi  Moi je t'aime comme on n'aime  Qu'une fois  Et je reste prisonnier  Prisonnier de tes bras  Come prima tu me donnes  Tant de joie !    Tu trouves mon chéri quand on est ensemble  Que rien ne semble m’intéresser  Comment prêter aux gens la moindre importance  Quand je ne pense que t'embrasser    Come prima tu me donnes  Tant de joie  Que personne ne m'en donne  Comme toi  C'est ta bouche qui m'apporte  Ma joie de vivre  Et ma chance c'est de vivre  Rien que pour toi  Come prima tu me donnes  Tant d'amour  Que j’espère te le rendre  Quand heureuse dans tes bras  Je me donne je me donne  Toute toi!  Je me donne je me donne  Toute toi!
32,La Danse de Zorba,4:31,"Là-bas, Zorba dans son pays S'élance, il danse le sirtaki Déjà la joie conduit ses pas Viens, il nous tend les bras  Si tu veux couvrir de rose Tout ce que tu vois en gris Si tu es vraiment morose Viens danser le sirtaki Si tu veux que disparaissent  Tes soucis et tes tracas Si tu cherches ta jeunesse Viens danser avec Zorba Viens danser pour qu'on oublie Que le jour se lèvera  Le vent d'orient vient d'apporter Des notes qui flottent au ciel d'été Déjà je sens que cet air là Va soulever nos pas  Là-bas déjà la nuit descend Les jours sont courts pour les amants L'été va bientôt nous quitter Il faut en profiter  Si tu es celui qui vole Au temps des instants d'oubli Qui se méfie des paroles Vient danser le Sirtaki  Si tu es celui qui pense Au milieu de ses tracas Aux bateaux qui se balancent Viens danser avec Zorba  Si tu es celui qui vide Le bonheur jusqu'à la lie En se moquant bien des rides Viens danser le Sirtaki Si tu es celui qui ose  Être fier d'un cœur qui bat En regardant une rose Viens danser avec Zorba Viens danser avec Zorba Viens danser avec Zorba  "
33,Parlez Moi de Lui,4:15,"Parlez-moi de lui  Vous le savez bien  Il est toute ma vie  Oh, je vous en prie  Ne me cachez rien  Que fait il là bas?  S'ennuie-t-il sans moi?  À-t-il des amis?    Parlez-moi de lui  Dites-moi les mots  Les mots qu'il a dits  Dites-moi pourquoi  Il ne m'écrit plus  Je ne comprends pas  Je ne comprends plus  J'ai si mal de lui    Parlez-moi de lui  Quand vous l'avez vu  Hier dans la rue  Avait-il quelqu'un  Quelqu'un à son bras?  Regardez-moi bien  Et répondez-moi  Vous ne dites rien    Alors dites moi  Si elle est jolie  Plus jolie que moi  Et lui dans ses yeux  Était il heureux?  Oh, je vous en prie  Même si j'ai mal  Parlez-moi de lui  Parlez-moi de lui  Oh, dites moi"
34,"Fini, la Comédie",3:25,"C'est fini, c'est fini la comédie Tout avait commencé comme une pièce à succès Dans le décor tout bleu d'un théâtre de banlieue Nous n'étions que nous deux  On s'est aimé longtemps au point d'oublier le temps Qui tout au long des scènes transformait les joies en peine Il a gagné le temps, il est content  Quand il nous voit chacun de son côté comme des étrangers Nous n'avons plus en commun que les mots quotidiens Le décor n'a pas changé mais les acteurs n'ont rien à jouer Il faut baisser le rideau  C'est fini, c'est fini la comédie On était bien parti éternité garantie On était seuls au monde devant nous la route longue Pas de sens interdit  Il a gagné le temps, il est content Quand il nous voit chacun de son côté comme des étrangers Nous n'avons plus en commun que les mots quotidiens Le décor n'a pas changé mais les acteurs n'ont rien à jouer Il faut baisser le rideau  C'est fini, c'est fini la comédie Tout avait commencé comme une pièce à succès Dans le décor tout bleu d'un théâtre de banlieue Nous n'étions que nous deux c'est fini, c'est fini la comédie  "
35,Des Millions de Larmes,3:02,"Des millions de larmes des millions de pleurs Ont noyé mon âme, ont noyé mon cœur Et j'aurai beau faire, le temps passera Triste et solitaire, à pleurer pour toi  Tu ne sais pas mon grand amour Toi qui, peut-être, est parti pour toujours Tu ne sais pas quand tombe la pluie Que c'est mon chagrin qui passe dans ta vie Que se sont mes larmes qui s'en vont vers toi Et qui t'accompagnent au loin tout là-bas  Des millions de pleurs Ont noyé mon cœur  Et pourtant j'espère, je compte les jours Et des nuits entières, j'attend ton retour Et comme avant, je serais là  Le jour béni où tu me reviendras Tu n'auras qu'à me tendre les bras Mais en attendant je soupire tout bas Et pleure mon âme et pleure mon cœur Des millions de larmes, des millions de pleurs  "
36,Dans le Bleu du Ciel Bleu (Nel Blu Dipinto Di Blu - Volare),2:54,"Quel rêve étrange je fais chaque nuit mon chéri  Par la fenêtre le ciel vient flâner sur mon lit  Puis il m'habille de bleu des pieds jusqu'à la tête  Et je me met à voler tout comme une alouette    Je vole, oh, oh  Je chante, oh, oh, oh, oh  Pareil au bleu du ciel bleu  Je trouve cela merveilleux  Et je vole, je vole, je vole    Plus loin que la mer, à deux pas du soleil  Je découvre là-haut dans les airs un bonheur sans pareil  Et du ciel une douce musique me chante à l'oreille    Je vole, oh, oh  Je chante, oh, oh, oh, oh  Pareil au bleu du ciel bleu  Je rêve, mon cœur est heureux    Mais quand la lune se perd au bleu de l'horizon  Les plus jolis de nos rêves avec elle s'en vont  Pourtant le mien continue quand le jour se dévoile  Et dans le bleu de tes yeux qui scintillent d'étoiles    Je vole, oh, oh  Je chante, oh, oh, oh, oh  Pareille au bleu de tes yeux  Je rêve mon cœur est heureux    Et rien n'est plus merveilleux  Que d'être noyée dans tes yeux  Si bleus"
37,Héléna,2:59,"HELENA  Toi qui pars à Bahia Va danser dans les bras d’Helena !... On est vite amoureux Quand on voit les beaux yeux d’Helena !... Que le ciel te sourit Mon ami Et bon voyage ! Le pays est joli Mais la fill’ l’est aussi Tu verras…  On oublie « ma nana »  Quand on est dans les bras D’Helena !... La chaleur de son corps Vous rend fou, plus encor que sa voix !... Mais au jeu de l’amour, c’est toujours La plus sage : Tu n’auras que le droit De danser dans les bras d’Helena  Quittant le bateau,  Après vingt jours sur l’eau Tu auras, devant toi, Bahia !... Pourtant, les rues ne s’animent  Qu’a la fin du jour, là-bas… Tu verras alors,  En t’éloignant du port La Plaza Cordoba Et là… Un cabaret qu’on appelle L’EstréLlita de Bahia !...  Toi qui pars à Bahia Va danser dans les bras d’Helena !... Son regard en dit long On en perd la raison quelque fois !... Mais n’ai pas d’illusions, Mon garçon Après la danse,  Elle oubliera l’élan De ton cœur trop galant Tu verras…  Plus d’un homme avant toi,  A dansé dans les bras d’Helena !... Mais aucun d’eux, je crois,  N’a connu les baisers d’Helena !... Si tu peux la troubler,  L’embrasser, Quelle chance !... Car c’est elle, après ça  Qui toujours restera Dans tes bras Car c’est elle, après ça, Qui toujours restera Dans tes bras !..."
38,L' Arlequin de Tolede,3:06,"Une rose à sa guitare Peuplée d'accords bizarres Le blanc d'un rayon de lune Jouant sur sa peau brune Un arlequin de Tolède Passe dans la nuit tiède Il chante le sérénade Des amants de Grenade  Hier, c'était le printemps Dans l'Estramadure Hier, il avait vingt ans, Mais cela ne dure Que le temps d'un instant Car la vie est dure Pour les jeunes amants Qui veulent croire aux serments  Et l'arlequin de Tolède  Perdu dans la nuit tiède En caressant sa guitare Trouve un accord bizarre Un écho de mandoline Il revoit Colombine Vibrant à la sérénade D'un Pierrot de Grenade.  Hier, c'était le printemps  dans l'Estramadure Hier, c'était lui l'amant Mais cela ne dure Que le temps d'un instant D'un je te le jure Avec cette leçon Il a fait une chanson.  Une rose à sa guitare Peuplée d'accords bizarres Un arlequin de Tolède Perdu dans la nuit tiède Entend sous la lune blonde Tous les amants du monde Qui chantent la sérénade Des amants de Grenade  Hier, c'était le printemps Dans l'Estramadure Hier, il avait vingt ans, Mais cela ne dure Que le temps d'un instant Pour une âme dure Aujourd'hui c'est l'été Et vive la liberté."
39,"Douce Nuit, Sainte Nuit",2:13,Douce nuit Sainte Nuite  Tout est calme plus de bruit C'est Noël et là-bas dans le ciel  Une étoile d'un éclat irréel Brille au loin sur le monde Comme un beau rêve infinit  Douce Nuit Sainte Nuit  Il est né à minuit Dans l'étable au milieu des bergers Et depuis l'univers a chanté C'est Noël c'est Noël Que la Paix soit éternelle
40,Vieni Vieni Si,2:14,"Quand tu me siffleras vieni, vieni Pour toi pour toi je serai là ! Vieni, vieni ni vieni, vien' ici  Vieni, vieni, vieni si Vieni si tu m'aimes autant que je t'aime Ou plus que je t'aime Même si tu m'aimes bien moins que je t'aime Vieni, vieni, viens quand même Je peux quand je veux aimer pour deux Aimer pour deux Vieni, vieni ni vieni, vien' ici Vieni, vieni, vieni si Même si tu m'aimes autant que je t'aime Ou plus que je t'aime  Si tu ne  peux vivre Vivre, vivre vivre Sans moi sans moi sans moi Je serai là la la la la  La la la la la la la la  Vieni, vieni ni vieni vieni si Vieni, vieni pour la vie Vieni, vieni ni, vieni vien' ici Pour la vie entière  Car je ne peux vivre Vivre, vivre, vivre, Sans toi sans toi sans toi Vivre sans toi"
41,Tant d'Amour du Printemps,2:44,Refrain : Tant d'amours du printemps meurent en hiver Que j'ai peur de moi que j'ai peur de tout Tant d'amours du printemps meurent en hiver Que j'ai peur de moi et de nous  Que serait que serait notre premier matin Désunis sans ta main qui retrouve ma main Que serait que serait le merveilleux jardin de la nuit Sans ta vie qui se mêle à ma vie  Refrain  Je voudrais je voudrais connaître le secret Des amours dont parlaient les légendes d'antan Je voudrais je voudrais t'aimer jusqu'à la fin de nos jours A l'abri de la vie et du temps
42,Bambino [Guaglione]w/ Raymond Lefevre & His Orchestra,3:36,"Bambino  Bambino  Ne pleure pas, Bambino    Les yeux battus, la mine triste et les joues blêmes  Tu ne dors plus, tu n’es que l’ombre de toi-même  Seul dans la rue tu rôdes comme une âme en peine  Et tous les soirs sous sa fenêtre on peut te voir    Je sais bien que tu l’adores  (Bambino, bambino)  Et qu’elle a de jolis yeux  (Bambino, bambino)  Mais tu es trop jeune encore  (Bambino, bambino)  Pour jouer les amoureux    Et gratte, gratte sur ta mandoline  Mon petit Bambino  Ta musique est plus jolie  Que tout le ciel de l’Italie  Et canta, canta de ta voix câline  Mon petit Bambino  Tu peux chanter tant que tu veux  Elle ne te prend pas au sérieux    Avec tes cheveux si blonds  (Bambino, bambino)  Tu as l’air d’un chérubin  (Bambino, bambino)  Vas plutôt jouer au ballon  (Bambino, bambino)  Comme font tous les gamins    Tu peux fumer comme un Monsieur des cigarettes  Te déhancher sur le trottoir quand tu la guettes  Tu peux pencher sur ton oreille ta casquette  Ce n’est pas ça, qui dans son cœur, te vieillira    L’amour et la jalousie  (Bambino, bambino)  Ne sont pas des jeux d’enfant  (Bambino, bambino)  Et tu as toute la vie  (Bambino, bambino)  Pour souffrir comme les grands    Et gratte, gratte sur ta mandoline, mon petit Bambino  Ta musique est plus jolie  Que tout le ciel de l’Italie  Et canta, canta de ta voix câline  Mon petit Bambino  Tu peux chanter tant que tu veux  Elle ne te prend pas au sérieux    Si tu as trop de tourments  (Bambino, bambino)  Ne les garde pas pour toi  (Bambino, bambino)  Vas les dire à ta maman  (Bambino, bambino)  Les mamans c'est fait pour ça    Et là, blotti dans l’ombre douce de ses bras  Pleure un bon coup, et ton chagrin s’envolera"
43,Je Me Sens Vivre [Un Uomo Vivo]w/ Paul Mauriat & His Orchestra,2:18,"Je ne savais pas pourquoi je vivais  Je ne savais pas quoi je servais  Maintenant, maintenant je le sais    Mes yeux ne sont faits que pour te regarder  Mes lèvres ne servent qu'à t'offrir mes baisers  Mon oreille à compter les battements de ton cœur  Et mes mains à saisir et garder ta chaleur    Et depuis lors je me sens vivre  Je me sens vivre parce que je t'aime  Et depuis lors je me sens vivre  Je me sens vivre parce que je t'aime    Parce que je t'aime  Parce que je t'aime  Parce que je t'aime  Suis aimée de toi    Mes yeux ne sont faits que pour voir ton réveil  Mes lèvres ne servent qu'à bercer ton sommeil  Mon épaule est formée pour le creux de tes bras  Et mon corps tout entier pour dormir avec toi    Et depuis lors je me sens vivre  Je me sens vivre parce que je t'aime  Et depuis lors je me sens vivre  Je me sens vivre parce que je t'aime    Parce que je t'aime  Parce que je t'aime  Parce que je t'aime  Suis aimée de toi"
44,Eux,2:23,Il y a tant de joie Dans leurs moindres sourires Qu'a les regarder vivre Moi j'en ai peur pour  Eux Dans leurs inconsciences C'est leurs insolences Qui parlent pour eux  Eux Dans leurs innocences Ils ont l'indécences Des gens trop heureux  Eux Les regarder vivre C'est ouvrir un livre Où tout serait bleu  Eux C'est une légende Qui ferait offrande De sa vie pour eux  En les regardant dans un amour si grand J'en ai le cœur qui pleure un triste adieu Ma pensée s'égare par un simple regard Car cet amour je l'ai connu comme  Eux Dans leurs inconsciences M'imposent en silence Un rêve évanoui  Eux Dans leurs innocences Raniment la danse d'un Bonheur enfoui  Eux Les regarder vivre C'est pour moi revivre Des jours délirants  Eux Refont la légende Qui m'a fait l'offrande d'un Bonheur trop grand  En les regardant dans un amour si grand J'en ai le cœur qui pleure un triste adieu Ma pensée s'égare par un simple regard Car cet amour je l'ai connu comme Eux  
45,Je Te Tendrai Les Bras,2:50,"Tant que ton coeur battra pour moi Tant qu'un souffle d'amour en toi vivra Que je lirai au fond de toi Je te tendrai les bras Tant que tes yeux diront ta joie Tant que tes rêves ne seront qu'à moi Que ta pensée m'appartiendra Je te tendrai les bras Pour un amour sans lendemain Ne te joue pas de moi comme à plaisir Tu ne peux changer ton destin  Il est gravé dans l'avenir Tant que mon coeur battra pour toi Tant qu'un souffle de vie me restera  Pour te serrer tout contre moi Je te tendrai les bras  Tant que mon coeur battra pour toi, Tant qu'un souffle de vie me restera, Que je dirai, je crois en toi, Je te tendrai les bras Ivre de toi, ensorcelé Je donnerai pour toi plus que ma vie Plus que ma vie pour protéger Ce grain d'amour qui nous unit Tant que tu créeras des matins Qui me feront des jours ensoleillés Que tu seras m'émerveiller De ton bonheur qui fait le mien Chaque jour que Dieu fait Et tant que je vivrai Mes deux bras je tendrai Je tendrai vers toi."
46,Bambino (Guaglione)w/ Raymond Lefevre & His Orchestra,3:32,"Bambino  Bambino  Ne pleure pas, Bambino    Les yeux battus, la mine triste et les joues blêmes  Tu ne dors plus, tu n’es que l’ombre de toi-même  Seul dans la rue tu rôdes comme une âme en peine  Et tous les soirs sous sa fenêtre on peut te voir    Je sais bien que tu l’adores  (Bambino, bambino)  Et qu’elle a de jolis yeux  (Bambino, bambino)  Mais tu es trop jeune encore  (Bambino, bambino)  Pour jouer les amoureux    Et gratte, gratte sur ta mandoline  Mon petit Bambino  Ta musique est plus jolie  Que tout le ciel de l’Italie  Et canta, canta de ta voix câline  Mon petit Bambino  Tu peux chanter tant que tu veux  Elle ne te prend pas au sérieux    Avec tes cheveux si blonds  (Bambino, bambino)  Tu as l’air d’un chérubin  (Bambino, bambino)  Vas plutôt jouer au ballon  (Bambino, bambino)  Comme font tous les gamins    Tu peux fumer comme un Monsieur des cigarettes  Te déhancher sur le trottoir quand tu la guettes  Tu peux pencher sur ton oreille ta casquette  Ce n’est pas ça, qui dans son cœur, te vieillira    L’amour et la jalousie  (Bambino, bambino)  Ne sont pas des jeux d’enfant  (Bambino, bambino)  Et tu as toute la vie  (Bambino, bambino)  Pour souffrir comme les grands    Et gratte, gratte sur ta mandoline, mon petit Bambino  Ta musique est plus jolie  Que tout le ciel de l’Italie  Et canta, canta de ta voix câline  Mon petit Bambino  Tu peux chanter tant que tu veux  Elle ne te prend pas au sérieux    Si tu as trop de tourments  (Bambino, bambino)  Ne les garde pas pour toi  (Bambino, bambino)  Vas les dire à ta maman  (Bambino, bambino)  Les mamans c'est fait pour ça    Et là, blotti dans l’ombre douce de ses bras  Pleure un bon coup, et ton chagrin s’envolera"
47,Bonsoir Mon Amour (Il Silenzio)w/ Alain Goraguer,3:03,"Tu viens de partir pour de longs mois, c'est long déjà Tu es si loin, si loin de moi, trop loin de moi Ma vie s'éteint quand tu t'en vas Au fond de moi quand tu t'en vas  Je sais qu'il te faut partir Et chaque fois Je ne peux plus m'endormir J'entends ta voix  La nuit je pense et je pleure Et le silence me fait peur C'est l'heure de dormir Je veux te dire ""Bonsoir""  ""Bonsoir mon amour Aujourd'hui je ne t'ai pas écrit Pardonnes-moi j'ai trop de peine""  Tu sais je m'ennuie sans toi, je pense à toi Je t'aime et n'aime que toi, je rêve à toi Bonsoir mon amour Mon seul amour, bonsoir  "
48,Chaque Instant de Chaque Jour (Any Old Time of Day)w/ Raymond Lefevre & His Orchestra,2:48,"Pourquoi dire adieu? Tu reviendras  Tu dois partir Mais ça ne change rien pour nous Ton avenir peut bien t'entraîner loin de tout Pour toi  Chaque instant de chaque jour Je serai là Tu sais le vide que tu laisseras mais  Si tu as besoin de moi Souviens-t'en Je t'attends  C'est pourquoi Ne penses pas que si le chagrin suit tes pas Il te faudra te consoler dans d'autres bras Pour toi  Chaque instant de chaque jour je serai là Tu sais le vide que tu laisseras mais Nul ne te remplacera Souviens-t'en, je t'attends  Il suffira d'un mot de toi pour m'appeler Et je viendrai Puisque demain on doit se séparer tous deux  Alors je veux te dire tout simplement ce que jamais Je n'ai voulu dire à personne Avant toi, pour toi  Chaque instant de chaque jour Je serai là Tu sais le vide que tu laisseras mais  Si tu as besoin de moi Souviens-t'en Je t'attends  Il suffira d'un mot de toi pour m'appeler Et je viendrai Puisque demain on doit se séparer tous deux  Alors je veux te dire tout simplement ce que jamais Je n'ai voulu dire à personne avant Toi.  "
